0.999976	-0.00420933	-0.000100282	0.00555316
0.999898	-0.00755171	0.000914136	0.0121048
0.999771	-0.0100274	0.00192185	0.018795
0.999631	-0.01177	0.00177017	0.0244245
0.999529	-0.0120202	-0.00121602	0.0282167
0.999459	-0.011136	-0.00728476	0.0300914
0.999424	-0.00910365	-0.0152577	0.0289163
0.999355	-0.00556556	-0.0243177	0.0258374
0.999266	-0.000896424	-0.0312133	0.0222044
0.999126	0.00618755	-0.0370863	0.0182512
0.998861	0.0150987	-0.042922	0.0143362
0.998407	0.0248271	-0.0495212	0.0106982
0.997681	0.0357525	-0.0573768	0.00789479
0.996675	0.0476102	-0.0658148	0.00642754
0.995551	0.0586892	-0.0735484	0.0050236
0.994485	0.0669118	-0.0807295	0.00242601
0.993696	0.0711347	-0.0866336	-0.00181327
0.993086	0.0727269	-0.0918054	-0.00788202
0.992661	0.0722657	-0.0957302	-0.0153988
0.992329	0.0710217	-0.0983315	-0.0238727
0.991914	0.0703912	-0.100207	-0.0333304
0.991463	0.0700103	-0.101235	-0.0430164
0.990889	0.0701051	-0.102007	-0.0530926
0.990063	0.070676	-0.103445	-0.0638735
0.989218	0.0709516	-0.10393	-0.0749145
0.988669	0.069507	-0.10202	-0.0854059
0.988268	0.0674087	-0.0995686	-0.0941737
0.987752	0.066472	-0.0993582	-0.100275
0.98741	0.0666424	-0.0993718	-0.103464
0.987222	0.0681539	-0.100039	-0.103637
0.987145	0.071268	-0.101074	-0.101239
0.987259	0.0751983	-0.101375	-0.0968907
0.987459	0.0796719	-0.101758	-0.0906773
0.987725	0.0840769	-0.10226	-0.0829057
0.98795	0.0886727	-0.102579	-0.0746306
0.987999	0.0939386	-0.102949	-0.066602
0.987814	0.100013	-0.103468	-0.0592966
0.987427	0.10677	-0.104013	-0.0526266
0.986809	0.114222	-0.104988	-0.0462543
0.985911	0.122263	-0.106955	-0.039888
0.984801	0.130005	-0.109963	-0.0342576
0.983753	0.136069	-0.113196	-0.0300214
0.982915	0.140053	-0.116266	-0.0272873
0.982185	0.142647	-0.119609	-0.0256671
0.981388	0.145135	-0.123313	-0.0246619
0.980491	0.148106	-0.126917	-0.0243579
0.979408	0.151988	-0.130577	-0.0246843
0.978091	0.15647	-0.135036	-0.0249172
0.97676	0.160987	-0.139284	-0.0249817
0.975275	0.165871	-0.143858	-0.0251001
0.973821	0.170895	-0.147756	-0.0252174
0.972485	0.176112	-0.150456	-0.0249033
0.971036	0.181978	-0.152951	-0.0240465
0.96937	0.188637	-0.155611	-0.0228489
0.967501	0.196081	-0.158233	-0.0213556
0.965434	0.203969	-0.1611	-0.0194987
0.963192	0.211253	-0.165308	-0.0175097
0.960621	0.215927	-0.174165	-0.0157849
0.957397	0.217594	-0.18933	-0.0140836
0.954598	0.215439	-0.205459	-0.0106994
0.952281	0.210211	-0.221219	-0.00581807
0.949402	0.204047	-0.238749	0.000338384
0.945836	0.197051	-0.257884	0.00782287
0.941276	0.189869	-0.278588	0.0183635
0.934155	0.188481	-0.301342	0.0319815
0.925159	0.190839	-0.324943	0.0455304
0.915963	0.193272	-0.347164	0.0559901
0.906286	0.194033	-0.369705	0.0656944
0.895833	0.192127	-0.39348	0.0757927
0.884835	0.187748	-0.417748	0.0854602
0.874221	0.179348	-0.440842	0.0960742
0.865107	0.165919	-0.460636	0.108969
0.856567	0.15048	-0.477648	0.124507
0.84603	0.136076	-0.49487	0.144291
0.836877	0.116187	-0.506591	0.171764
0.832896	0.087562	-0.507573	0.202451
0.833525	0.0487439	-0.500081	0.229736
0.833431	0.00661267	-0.496813	0.241921
0.828923	-0.0234365	-0.504473	0.24051
0.826028	-0.0363572	-0.511552	0.233817
0.830075	-0.0340758	-0.510303	0.222276
0.841603	-0.0256968	-0.495974	0.212259
0.857408	-0.0149571	-0.471756	0.205118
0.870977	-0.00333852	-0.447768	0.202217
0.880945	0.0111945	-0.426178	0.205384
0.889412	0.0218559	-0.404087	0.212562
0.893905	0.0326546	-0.388609	0.22102
0.894174	0.0519937	-0.382067	0.22754
0.893554	0.0611766	-0.380051	0.231042
0.895789	0.0578544	-0.37455	0.232223
0.896988	0.0501293	-0.373393	0.231251
0.89591	0.0379857	-0.378764	0.228997
0.890478	0.0209594	-0.395335	0.22432
0.882168	0.00364597	-0.418923	0.215102
0.874762	-0.0104337	-0.437912	0.207162
0.876613	-0.0182165	-0.438597	0.197107
0.883305	-0.0317382	-0.4322	0.178797
0.888511	-0.043362	-0.426514	0.163567
0.892331	-0.0465357	-0.421274	0.155269
0.895057	-0.0487065	-0.416198	0.152576
0.897625	-0.050974	-0.409534	0.15477
0.901002	-0.0518719	-0.399736	0.160365
0.904733	-0.0486484	-0.388788	0.167139
0.906002	-0.040791	-0.381948	0.177798
0.905374	-0.0277467	-0.37837	0.190693
0.903114	-0.013725	-0.377235	0.204673
0.901037	9.36505e-05	-0.375379	0.217309
0.89942	0.0105735	-0.372955	0.227677
0.898554	0.0188747	-0.370258	0.234846
0.898258	0.0248814	-0.368635	0.237954
0.898622	0.02929	-0.36805	0.23698
0.900034	0.032274	-0.367268	0.232401
0.902258	0.033706	-0.365944	0.225563
0.904603	0.0342644	-0.364218	0.218779
0.90634	0.0342752	-0.363209	0.213196
0.908294	0.0343224	-0.360718	0.209062
0.91025	0.0335536	-0.357594	0.206024
0.911989	0.0321217	-0.35498	0.203058
0.913586	0.0303561	-0.35298	0.199611
