1	0	0	0
0.999976	-0.00420933	-0.000123657	0.00555306
0.999898	-0.00755203	0.000868895	0.0121049
0.999771	-0.0100283	0.00186012	0.0187955
0.999631	-0.0117715	0.00169863	0.0244256
0.999529	-0.0120219	-0.00128877	0.0282184
0.999458	-0.0111378	-0.00735622	0.0300942
0.999423	-0.00910535	-0.0153318	0.0289214
0.999353	-0.00556692	-0.0244032	0.0258458
0.999262	-0.000897205	-0.0313167	0.0222154
0.999121	0.00618785	-0.0372197	0.0182653
0.998854	0.0151013	-0.0430938	0.0143542
0.998396	0.024834	-0.0497336	0.0107203
0.997666	0.0357668	-0.0576281	0.00792151
0.996655	0.0476355	-0.0660949	0.00645905
0.995525	0.0587262	-0.0738554	0.00505941
0.994454	0.0669576	-0.0810659	0.0024649
0.993661	0.0711848	-0.0869915	-0.00177298
0.993049	0.0727798	-0.0921752	-0.00784152
0.992622	0.0723211	-0.0960979	-0.0153593
0.99229	0.0710797	-0.0986898	-0.023835
0.991875	0.0704521	-0.10056	-0.0332952
0.991425	0.0700742	-0.101584	-0.0429846
0.99085	0.0701721	-0.102357	-0.0530652
0.990022	0.0707465	-0.103803	-0.0638522
0.989176	0.0710254	-0.104291	-0.0749009
0.988628	0.0695834	-0.102364	-0.0854015
0.988229	0.0674871	-0.0998938	-0.0941775
0.987714	0.0665517	-0.0996775	-0.100283
0.987372	0.066723	-0.0996914	-0.103473
0.987183	0.0682349	-0.100359	-0.103645
0.987106	0.0713484	-0.101388	-0.101248
0.987221	0.0752768	-0.101674	-0.0969025
0.987423	0.0797476	-0.102032	-0.0906938
0.987692	0.084149	-0.102503	-0.0829286
0.98792	0.0887416	-0.102788	-0.0746602
0.987972	0.0940056	-0.10312	-0.0666379
0.987791	0.10008	-0.103599	-0.059338
0.987407	0.106839	-0.104106	-0.0526729
0.986792	0.114295	-0.10504	-0.0463056
0.985898	0.122343	-0.106964	-0.0399446
0.98479	0.130095	-0.109936	-0.0343188
0.983743	0.136166	-0.11315	-0.0300855
0.982906	0.140153	-0.116211	-0.0273531
0.982175	0.142749	-0.119552	-0.0257339
0.981378	0.145239	-0.123257	-0.0247298
0.980481	0.148212	-0.126863	-0.0244269
0.979396	0.152098	-0.130527	-0.0247546
0.978076	0.156586	-0.134993	-0.0249891
0.976743	0.161108	-0.139247	-0.0250553
0.975256	0.165999	-0.143828	-0.0251756
0.973799	0.171029	-0.147733	-0.0252946
0.972461	0.176253	-0.150436	-0.0249818
0.971009	0.182127	-0.152933	-0.0241265
0.96934	0.188797	-0.155594	-0.0229307
0.967467	0.196255	-0.158215	-0.0214395
0.965396	0.204158	-0.161078	-0.019585
0.963149	0.211459	-0.165284	-0.0175985
0.960573	0.216144	-0.17415	-0.0158776
0.95734	0.217817	-0.189352	-0.0141836
0.954532	0.215657	-0.205535	-0.0108071
0.9522	0.210416	-0.221372	-0.00593315
0.949297	0.204233	-0.239007	0.00021598
0.945695	0.197211	-0.258281	0.00769433
0.941082	0.189996	-0.279165	0.0182319
0.933899	0.188607	-0.302067	0.0318582
0.92483	0.191	-0.325798	0.0454289
0.915552	0.193462	-0.348152	0.055914
0.905776	0.194233	-0.370855	0.0656472
0.895194	0.192311	-0.394844	0.0757794
0.884038	0.187884	-0.419368	0.0854839
0.873237	0.179396	-0.442756	0.0961309
0.863908	0.165841	-0.462891	0.109048
0.855124	0.150263	-0.480268	0.124604
0.844298	0.135717	-0.497879	0.144427
0.834751	0.115643	-0.510146	0.171953
0.830236	0.0868	-0.511949	0.202689
0.83014	0.0478091	-0.505649	0.230002
0.829448	0.00559363	-0.503344	0.242134
0.824658	-0.0245565	-0.511299	0.240643
0.821691	-0.037463	-0.518375	0.233896
0.825732	-0.0350719	-0.517176	0.222408
0.83723	-0.0266754	-0.503148	0.212549
0.852971	-0.0160601	-0.479462	0.205665
0.866541	-0.00462156	-0.455926	0.203019
0.876569	0.00967107	-0.434634	0.206461
0.885149	0.0200891	-0.412754	0.213873
0.889755	0.0307078	-0.397335	0.222526
0.890052	0.0499612	-0.390792	0.22933
0.889444	0.0591117	-0.388758	0.232943
0.891722	0.0557723	-0.383299	0.234101
0.892922	0.0480634	-0.382178	0.233066
0.891768	0.035936	-0.387586	0.230727
0.886094	0.0188711	-0.404234	0.225999
0.877437	0.00149446	-0.4279	0.216802
0.869758	-0.0126103	-0.44693	0.208844
0.871622	-0.0202662	-0.447619	0.198748
0.878413	-0.0334859	-0.441265	0.180428
0.883709	-0.0448829	-0.435619	0.165164
0.887592	-0.0479633	-0.430437	0.156856
0.890369	-0.0501121	-0.425406	0.154148
0.892988	-0.0524168	-0.418792	0.156327
0.896436	-0.0534045	-0.409058	0.16193
0.900256	-0.0503045	-0.398156	0.168763
0.90159	-0.0425916	-0.391263	0.17954
0.901005	-0.0296824	-0.387559	0.192631
0.898762	-0.0157696	-0.386264	0.206828
0.896705	-0.00205012	-0.384263	0.219675
0.895109	0.00834081	-0.381735	0.230193
0.894265	0.0165726	-0.378976	0.237471
0.893982	0.022546	-0.377328	0.240648
0.894354	0.0269609	-0.376747	0.239722
0.89578	0.0299855	-0.37599	0.235182
